gene,ensembl,name,biotype,axis_membership,off_axis,novelty_tier,condition_class,best_condition,sel_confidence,evidence_tier,ad_decision_tier,best_modality,tractability,tract_sm,tract_ab,tract_pr,n_existing_drugs,max_clinical_stage,kd_mimicking_drug,example_drugs,ad_genetic,ad_overall,Tcell_log2FC_les_vs_healthy,Tcell_frac_expr_Lesional,ad_upreg_call_Tcell,AllCells_log2FC_les_vs_healthy,AllCells_frac_expr_Lesional,ad_upreg_call_AllCells,c_tractability,c_patient_upreg,c_ad_genetic,c_sel_conf,c_drug_precedent,c_offaxis,c_safety_penalty,ad_target_score
BIRC6,ENSG00000115760,baculoviral IAP repeat containing 6,protein_coding,off_axis,True,N,late-kinetic,Rest,0.597,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.597,0.0,1.0,0.0,0.2155
HES2,ENSG00000069812,hes family bHLH transcription factor 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.596,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.596,0.0,1.0,0.0,0.2154
RASA2,ENSG00000155903,RAS p21 protein activator 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.712,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0657564789403387,0.0399753886903318,,,,,,,0.0,0.0,0.0657564789403387,0.712,0.0,1.0,0.3,0.2151
SCAF1,ENSG00000126461,SR-related CTD associated factor 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.593,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.593,0.0,1.0,0.0,0.2149
CCL22,ENSG00000102962,C-C motif chemokine ligand 22,protein_coding,IL4R_STAT6_interactor,False,N,late-kinetic,Stim48hr,0.441,D: tractable only,OnAxis (IL4R/STAT6 or interactor),antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0396429700661134,,,,,,,0.6,0.0,0.0,0.441,0.0,0.0,0.0,0.2146
ZNF546,ENSG00000187187,zinc finger protein 546,protein_coding,off_axis,True,N,rest-restricted,Rest,0.59,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.59,0.0,1.0,0.0,0.2144
PCK2,ENSG00000100889,"phosphoenolpyruvate carboxykinase 2, mitochondrial",protein_coding,off_axis,True,N,rest-restricted,Rest,0.588,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.588,0.0,1.0,0.0,0.2141
FAM216A,ENSG00000204856,family with sequence similarity 216 member A,protein_coding,off_axis,True,N,rest-restricted,Rest,0.584,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.584,0.0,1.0,0.0,0.2134
PPM1G,ENSG00000115241,"protein phosphatase, Mg2+/Mn2+ dependent 1G",protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.584,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.584,0.0,1.0,0.0,0.2134
PPP1R7,ENSG00000115685,protein phosphatase 1 regulatory subunit 7,protein_coding,off_axis,True,P,early-kinetic,Rest,0.581,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.581,0.0,1.0,0.0,0.213
SKOR1,ENSG00000188779,SKI family transcriptional corepressor 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.581,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.581,0.0,1.0,0.0,0.213
CEP83,ENSG00000173588,centrosomal protein 83,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.58,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.58,0.0,1.0,0.0,0.2128
PUS3,ENSG00000110060,pseudouridine synthase 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.58,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.58,0.0,1.0,0.0,0.2128
MOB1B,ENSG00000173542,MOB kinase activator 1B,protein_coding,off_axis,True,N,rest-restricted,Rest,0.578,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.578,0.0,1.0,0.0,0.2125
C11orf58,ENSG00000110696,chromosome 11 open reading frame 58,protein_coding,off_axis,True,N,rest-restricted,Rest,0.578,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.578,0.0,1.0,0.0,0.2125
NAP1L5,ENSG00000177432,nucleosome assembly protein 1 like 5,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.577,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.577,0.0,1.0,0.0,0.2123
LARP1B,ENSG00000138709,La ribonucleoprotein 1B,protein_coding,off_axis,True,N,rest-restricted,Rest,0.577,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.577,0.0,1.0,0.0,0.2123
ZNF620,ENSG00000177842,zinc finger protein 620,protein_coding,off_axis,True,N,rest-restricted,Rest,0.576,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.576,0.0,1.0,0.0,0.2122
PUM1,ENSG00000134644,pumilio RNA binding family member 1,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.755,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.755,0.0,1.0,0.3,0.2119
SESN3,ENSG00000149212,sestrin 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.572,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.572,0.0,1.0,0.0,0.2115
LACTB2,ENSG00000147592,lactamase beta 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.572,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.572,0.0,1.0,0.0,0.2115
PPP1R14B,ENSG00000173457,protein phosphatase 1 regulatory inhibitor subunit 14B,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.572,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.572,0.0,1.0,0.0,0.2115
ZNF331,ENSG00000130844,zinc finger protein 331,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.572,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.572,0.0,1.0,0.0,0.2115
PRPF40B,ENSG00000110844,pre-mRNA processing factor 40B,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.572,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.572,0.0,1.0,0.0,0.2115
ZNF675,ENSG00000197372,zinc finger protein 675,protein_coding,off_axis,True,N,rest-restricted,Rest,0.571,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.571,0.0,1.0,0.0,0.2114
SRRD,ENSG00000100104,SRR1 domain containing,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.57,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.57,0.0,1.0,0.0,0.2112
PSMF1,ENSG00000125818,proteasome inhibitor subunit 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.569,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.569,0.0,1.0,0.0,0.211
PRMT2,ENSG00000160310,protein arginine methyltransferase 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.567,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.567,0.0,1.0,0.0,0.2107
NUDT13,ENSG00000166321,nudix hydrolase 13,protein_coding,off_axis,True,N,rest-restricted,Rest,0.565,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.565,0.0,1.0,0.0,0.2104
CAPN7,ENSG00000131375,calpain 7,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.564,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.564,0.0,1.0,0.0,0.2102
ZNF773,ENSG00000152439,zinc finger protein 773,protein_coding,off_axis,True,N,constitutive,Stim48hr,0.563,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.563,0.0,1.0,0.0,0.2101
SARNP,ENSG00000205323,SAP domain containing ribonucleoprotein,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.562,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0308599178661726,,,,,,,0.0,0.0,0.0,0.562,0.0,1.0,0.0,0.2099
LCOR,ENSG00000196233,ligand dependent nuclear receptor corepressor,protein_coding,off_axis,True,N,rest-restricted,Rest,0.561,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.561,0.0,1.0,0.0,0.2098
LSM14B,ENSG00000149657,LSM family member 14B,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.559,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.559,0.0,1.0,0.0,0.2094
TRIM8,ENSG00000171206,tripartite motif containing 8,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.557,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.557,0.0,1.0,0.0,0.2091
DPH5,ENSG00000117543,diphthamide biosynthesis 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.731,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.731,0.0,1.0,0.3,0.2085
DEXI,ENSG00000182108,Dexi homolog,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.621,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.1077593753722148,0.0655102430201606,,,,,,,0.0,0.0,0.1077593753722148,0.621,0.0,1.0,0.3,0.2082
RNF141,ENSG00000110315,ring finger protein 141,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.55,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.55,0.0,1.0,0.0,0.208
FAM133B,ENSG00000234545,family with sequence similarity 133 member B,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.548,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.548,0.0,1.0,0.0,0.2077
CHCHD7,ENSG00000170791,coiled-coil-helix-coiled-coil-helix domain containing 7,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.547,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.547,0.0,1.0,0.0,0.2075
HBP1,ENSG00000105856,HMG-box transcription factor 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.546,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.546,0.0,1.0,0.0,0.2074
HPS1,ENSG00000107521,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.544,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.544,0.0,1.0,0.0,0.207
CHAC2,ENSG00000143942,ChaC glutathione specific gamma-glutamylcyclotransferase 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.544,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.544,0.0,1.0,0.0,0.207
ZSWIM7,ENSG00000214941,zinc finger SWIM-type containing 7,protein_coding,off_axis,True,N,rest-restricted,Rest,0.543,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.543,0.0,1.0,0.0,0.2069
UBAP2L,ENSG00000143569,ubiquitin associated protein 2 like,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.541,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.541,0.0,1.0,0.0,0.2066
SMYD5,ENSG00000135632,SMYD family member 5,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.535,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.535,0.0,1.0,0.0,0.2056
MTMR14,ENSG00000163719,myotubularin related protein 14,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.535,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.535,0.0,1.0,0.0,0.2056
SPEN,ENSG00000065526,spen family transcriptional repressor,protein_coding,off_axis,True,P,late-kinetic,Stim48hr,0.535,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.535,0.0,1.0,0.0,0.2056
HSPA4,ENSG00000170606,heat shock protein family A (Hsp70) member 4,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.532,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.532,0.0,1.0,0.0,0.2051
ANAPC16,ENSG00000166295,anaphase promoting complex subunit 16,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.531,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.531,0.0,1.0,0.0,0.205
BCLAF1,ENSG00000029363,BCL2 associated transcription factor 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.703,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.703,0.0,1.0,0.3,0.2046
DPM1,ENSG00000000419,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.529,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.529,0.0,1.0,0.0,0.2046
PHOSPHO2,ENSG00000144362,"phosphatase, orphan 2",protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.526,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.526,0.0,1.0,0.0,0.2042
UBTD2,ENSG00000168246,ubiquitin domain containing 2,protein_coding,off_axis,True,N,rest-restricted,Rest,0.524,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.524,0.0,1.0,0.0,0.2038
AKIP1,ENSG00000166452,A-kinase interacting protein 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.523,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.523,0.0,1.0,0.0,0.2037
VPS8,ENSG00000156931,VPS8 subunit of CORVET complex,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.519,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.519,0.0,1.0,0.0,0.203
SINHCAF,ENSG00000139146,SIN3-HDAC complex associated factor,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.691,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.691,0.0,1.0,0.3,0.2029
DHX32,ENSG00000089876,DEAH-box helicase 32 (putative),protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.516,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.516,0.0,1.0,0.0,0.2026
CIMIP5,ENSG00000150873,ciliary microtubule inner protein 5,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.514,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.514,0.0,1.0,0.0,0.2022
ZNF670,ENSG00000277462,zinc finger protein 670,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.513,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.513,0.0,1.0,0.0,0.2021
HNRNPH2,ENSG00000126945,heterogeneous nuclear ribonucleoprotein H2,protein_coding,off_axis,True,N,rest-restricted,Rest,0.508,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.508,0.0,1.0,0.0,0.2013
AKAP17A,ENSG00000292343,A-kinase anchoring protein 17A ,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.677,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.677,0.0,1.0,0.3,0.2009
DHX34,ENSG00000134815,DExH-box helicase 34,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.673,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.673,0.0,1.0,0.3,0.2004
MOCS3,ENSG00000124217,molybdenum cofactor synthesis 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.501,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.501,0.0,1.0,0.0,0.2002
ZNF579,ENSG00000218891,zinc finger protein 579,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.499,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.499,0.0,1.0,0.0,0.1998
ZCCHC18,ENSG00000166707,zinc finger CCHC-type containing 18,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.496,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.496,0.0,1.0,0.0,0.1994
S100A5,ENSG00000196420,S100 calcium binding protein A5,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.491,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.491,0.0,1.0,0.0,0.1986
DNAJC24,ENSG00000170946,DnaJ heat shock protein family (Hsp40) member C24,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.66,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.66,0.0,1.0,0.3,0.1985
SAPCD1,ENSG00000228727,suppressor APC domain containing 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.489,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.489,0.0,1.0,0.0,0.1982
CTU2,ENSG00000174177,cytosolic thiouridylase subunit 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.487,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.487,0.0,1.0,0.0,0.1979
PLEKHA5,ENSG00000052126,pleckstrin homology domain containing A5,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.483,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0399072327088541,,,,,,,0.0,0.0,0.0,0.483,0.0,1.0,0.0,0.1973
WDR83,ENSG00000123154,WD repeat domain 83,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.481,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.481,0.0,1.0,0.0,0.197
TRIM68,ENSG00000167333,tripartite motif containing 68,protein_coding,off_axis,True,N,rest-restricted,Rest,0.478,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.478,0.0,1.0,0.0,0.1965
DESI2,ENSG00000121644,desumoylating isopeptidase 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.643,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.643,0.0,1.0,0.3,0.1961
EEF1D,ENSG00000104529,eukaryotic translation elongation factor 1 delta,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.474,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0427012564102704,,,,,,,0.0,0.0,0.0,0.474,0.0,1.0,0.0,0.1958
RUFY3,ENSG00000018189,RUN and FYVE domain containing 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.473,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.473,0.0,1.0,0.0,0.1957
DNAJB5,ENSG00000137094,DnaJ heat shock protein family (Hsp40) member B5,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.472,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.472,0.0,1.0,0.0,0.1955
R3HDM2,ENSG00000179912,R3H domain containing 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.471,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.471,0.0,1.0,0.0,0.1954
ZCCHC24,ENSG00000165424,zinc finger CCHC-type containing 24,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.636,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.636,0.0,1.0,0.3,0.1951
RTL5,ENSG00000242732,retrotransposon Gag like 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.468,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.468,0.0,1.0,0.0,0.1949
ZNF230,ENSG00000159882,zinc finger protein 230,protein_coding,off_axis,True,N,rest-restricted,Rest,0.468,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.468,0.0,1.0,0.0,0.1949
POU6F1,ENSG00000184271,POU class 6 homeobox 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.468,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.468,0.0,1.0,0.0,0.1949
ZNF83,ENSG00000167766,zinc finger protein 83,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.467,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.467,0.0,1.0,0.0,0.1947
BEND2,ENSG00000177324,BEN domain containing 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.466,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.466,0.0,1.0,0.0,0.1946
ZNF208,ENSG00000160321,zinc finger protein 208,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.466,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.466,0.0,1.0,0.0,0.1946
METTL4,ENSG00000101574,"methyltransferase 4, N6-adenosine",protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.465,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.465,0.0,1.0,0.0,0.1944
IGSF22,ENSG00000179057,immunoglobulin superfamily member 22,protein_coding,off_axis,True,N,late-kinetic,Rest,0.465,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.465,0.0,1.0,0.0,0.1944
TGIF2-RAB5IF,ENSG00000259399,TGIF2-RAB5IF readthrough,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.465,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.465,0.0,1.0,0.0,0.1944
